[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
"La actividad se realizó en el local del Instituto Desarrollo (ID), en la ciudad de Asunción."	"Ko aty oiko Instituto Desarrollo (ID) kotýpe, Paraguay távape."
[NEW DOCUMENT 04/27/22 SP:07:17:a GN:07:26:a]	[NEW DOCUMENT 04/27/22 SP:07:17:a GN:07:26:a]
Aprueban nueva versión del Himno Nacional Paraguayo en Formato Accesible.	Oñemone? Paraguái Purahéi Guasu os? pyahúva heta ñe’?me.
"Autoridades estatales y de la sociedad civil se reunieron este martes 26 para analizar y posteriormente resolver la aprobación de la nueva versión del Himno Nacional Paraguayo en Formato Accesible (guaraní, castellano y en lengua de señas)."	"Tetã mburuvichakuéra ha tetãyguára aty rérape o?va oñombyaty ko araapýpe, 26 jasyrundýpe, ohesa’?ijo ha omone? hag?ua Paraguái Purahéi Guasu os? pyahúva heta ñe’?me."
"En representación de la Secretaría de Políticas Lingüísticas (SPL) estuvo presente Celia Godoy, encargada de Despacho de la Dirección General de Lengua de Señas."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) rérape omoir? ko aty Celia Godoy, Dirección General de Lengua de Señas moakãharapav?."
[NEW DOCUMENT 04/27/22 SP:05:11:a GN:05:15:a]	[NEW DOCUMENT 04/27/22 SP:05:11:a GN:05:15:a]
Concurso de literatura en lengua indígena llama a escritores de América.	Ypykuéra ñe’?porãhaipyre ñoha’ã ohenói Amérika haihárape.
"Con el fin de reconocer y estimular la creación literaria en lenguas indígenas, en México lanzan la convocatoria 2022 del Premio de Literaturas Indígenas de América (PLIA), concurso que llama a los escritores de los pueblos indígenas del Continente Americano, sin importar su lugar de residencia actual, para participar con el género de cuento."	"Ojehechakuaa ha oñemokyre’? hag?ua ypykuéra ñe’?porãhaipyre, México guive oñeguenoh? ko ñoha’ã 2022 hérava Premio de Literaturas Indígenas de América (PLIA), ohenóiva mayma ypykuéra América tuichakueguápe, to? o?hápe, ohaíva mombe’urã."
La convocatoria se cierra el 2 de agosto de este año.	"Ikatu ojeike ko ñoha’ãme 2 jasypoapy peve, ko 2022 arýpe."
[NEW DOCUMENT 04/26/22 SP:09:39:a GN:09:43:a]	[NEW DOCUMENT 04/26/22 SP:09:39:a GN:09:43:a]
SPL distinguirá a promotores de la lengua española.	PÑS ombojopóita heta tapichápe ohyvykói rehe español ñe’?.
"El evento es realizado por la SPL por segundo año consecutivo, en el marco de la conmemoración del Día Mundial del Idioma Español, celebrado el pasado 23 de abril, con el objetivo de reconocer a los promotores de una de las lenguas oficiales del país, en este caso el español."	"Mokõi aryhápe ojohapykuéra ombosako’i PÑS ko aty jehechakuaarã, ombojoajúvo avei Español Ñe’? Ára Yvy Ape Ári reve, ojegueromandu’ava’ekue ope 23 jasyrundy ohasava’ekuépe, ohechakuaa ha omokyre’?ségui umi ñande rapicha ohyvykóiva akóinte pete?va umi mokõive ñane retã ñe’? tee apytégui, ha’éva español."
[NEW DOCUMENT 04/25/22 SP:10:23:a GN:10:38:a]	[NEW DOCUMENT 04/25/22 SP:10:23:a GN:10:38:a]
Ministra de la SPL moderó panel internacional sobre lenguas indígenas.	PÑS sãmbyhyhára omoakã ñomongetajere ypykuéra ñe’? rehegua hetã tetã o?hápe.
"La titular de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue moderadora del panel “Experiencias de pueblos indígenas transfronterizos de revitalización cultural y lingüística” del evento “Llamado a la acción desde América Latina y el Caribe en el Decenio Internacional de las Lenguas Indígenas”, paralelo a la 21ª Sesión del Foro Permanente para las Cuestiones Indígenas de las Naciones Unidas."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoakã ñomongetajere hérava “Experiencias de pueblos indígenas transfronterizos de revitalización cultural y lingüística” oikóva “Llamado a la acción desde América Latina y el Caribe en el Decenio Internacional de las Lenguas Indígenas” ryepýpe, ojegueroguatajojáva 21ª Sesión del Foro Permanente para las Cuestiones Indígenas de las Naciones Unidas ndive."
[NEW DOCUMENT 04/25/22 SP:07:15:a GN:07:24:a]	[NEW DOCUMENT 04/25/22 SP:07:15:a GN:07:24:a]
Prosiguen los trabajos desde la Cátedra Guaraní de la AUGM.	Oñemba’apohína AUGM Guarani Mbo’esyry guive.
El Consejo Académico de la Cátedra Guaraní de la Asociación de Universidades Grupo Montevideo (AUGM) se reunió este lunes a fin de dar continuidad a los trabajos iniciados el pasado año en relación con la inclusión del guaraní en las universidades de la región.	"Temimo?mbykuéra aty hérava Consejo Académico de la Cátedra Guaraní, Asociación de Universidades Grupo Montevideo (AUGM) ryepypegua, oñombyaty ko arakõime ogueroguatave hag?ua umi tembiapo oñepyr?mava’ekue upe ary ohasava’ekuépe, ogueroikéva guarani ñe’? umi mbo’ehaovusu o? ko Amérika yvy peh?me."
"La Secretaría de Políticas Lingüísticas (SPL), entidad que integra este consejo, estuvo representada en la reunión por la directora general de Planificación Lingüística, Celia Godoy."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS), o?va avei ko consejo-pe, rérape o? ko atýpe Ñe’? Rape’apo moakãharapav?, Celia Godoy."
[NEW DOCUMENT 04/22/22 SP:09:46:a GN:09:39:a]	[NEW DOCUMENT 04/22/22 SP:09:46:a GN:09:39:a]
Lanzan Concurso de Cuentos Cortos Guaraní-Castellano.	Oñeguenoh? Mombe?urã Mbyky Ñoha’ã Guarani ha Castellano-me.
Este viernes se realizó el lanzamiento oficial del Concurso de Cuentos Cortos Guaraní-Castellano del Centro Cultural de la República El Cabildo.	Ko arapote?me oñeguenoh? Mombe?urã Mbyky Ñoha’ã Guarani ha Castellano megua oisãmbyhýva Centro Cultural de la República El Cabildo.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, acompañó el importante evento."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoir? avei ko aty guasu."
[NEW DOCUMENT 04/21/22 SP:08:41:a GN:08:51:a]	[NEW DOCUMENT 04/21/22 SP:08:41:a GN:08:51:a]
"Sesionó la Subcomisión de Información, Comunicación y Lengua de Señas."	"Oñombyaty Subcomisión de Información, Comunicación y Lengua de Señas peguakuéra."
"Este jueves se concretó la primera sesión del año 2022 de la Subcomisión de Información, Comunicación y Lengua de Señas de la Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis) con el objetivo de proseguir con los importantes trabajos iniciados a favor de la inclusión y el respecto de los derechos lingüísticos de las personas con discapacidad."	"Ko arapópe oñombyaty pete?ha jey ko 2022 arýpe umi Subcomisión de Información, Comunicación y Lengua de Señas, Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis) pegua, ryepypeguakuéra ogueroguatave hag?ua opa mba’e ojejapómava ojejúvo ko aty guive oñeñagarekopaite hag?ua mayma ñe’? derécho rehe, ko’ýte umi ikatupyry ambuéva mba’e rehe."
[NEW DOCUMENT 04/20/22 SP:11:22:a GN:11:03:a]	[NEW DOCUMENT 04/20/22 SP:11:22:a GN:11:03:a]
Presentan el “Régimen normativo cultural”.	Oñeguenoh? “Régimen normativo cultural”.
"Este miércoles se realizó la presentación del libro “Régimen normativo cultural” cuyo contenido consiste en un compendio de normativas vigentes, ya sean leyes, decretos, resoluciones, etc., propuestos y aprobados con la finalidad de proteger, salvaguardar y promover el patrimonio cultural material e inmaterial del Paraguay."	"Ko ararundýpe oñeguenoh? aranduka hérava “Régimen normativo cultural”, ha ipype ojejuhupaite opa umi léi, apoukapy ha ambueve, oñemone?va’ekue oñeñangareko ha ojekuaauka hag?ua umi mba’e arandupy reheguáva ojehecharamo ha oñemomba’éva Paraguáipe, japoko ha japokokuaa’?va hese."
[NEW DOCUMENT 04/19/22 SP:10:32:a GN:10:39:a]	[NEW DOCUMENT 04/19/22 SP:10:32:a GN:10:39:a]
SPL acompañó seminario internacional.	PÑS omoir? amandaje guasu.
"La directora general de Planificación Lingüísticas de la Secretaría de Políticas Lingüísticas (SPL), Celia Godoy, estuvo presente este martes en representación de la institución en el Seminario Internacional Impulsando la Educación: “Marcos de Cualificaciones."	"Ñe’? Rape’apo Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) pegua moakãharapav?, Celia Godoy, omoir? ko araapýpe ko tetã remimo?mby rérape amandaje guasu hérava Impulsando la Educación: “Marcos de Cualificaciones."
"Fortalecer el aprendizaje, el empleo y la movilidad”."	"Fortalecer el aprendizaje, el empleo y la movilidad”."
[NEW DOCUMENT 04/19/22 SP:07:31:a GN:07:42:a]	[NEW DOCUMENT 04/19/22 SP:07:31:a GN:07:42:a]
"Ministra de SPL, en seminario sobre Plan Nacional de Pueblos Indígenas."	PÑS sãmbyhyhára omoir? amandaje Plan Nacional de Pueblos Indígenas.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, formó parte del seminario Avanzando hacia la Implementación del Plan Nacional de Pueblos Indígenas (PNPI) 2020-2030, organizado por el Instituto Paraguayo del Indígena (INDI) en coincidencia con el Día del Aborigen Americano, celebrado hoy martes 19 de abril."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoir? amandaje hérava Avanzando hacia la Implementación del Plan Nacional de Pueblos Indígenas (PNPI) 2020-2030, ombosako’íva Paraguái Ypykuéra Ñangarekoha, ombojoajúvo América Ypykuéra Ára rehe, ojegueromandu’áva ko árape, 19 jasyrundýpe."
[NEW DOCUMENT 04/11/22 SP:10:20:a GN:10:26:a]	[NEW DOCUMENT 04/11/22 SP:10:20:a GN:10:26:a]
"Ministra de SPL, en reunión internacional sobre lenguas indígenas."	PÑS sãmbyhyhára omoir? tetãita aty ypykuéra ñe’? rehehápe.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, participó este lunes de la III Reunión Extraordinaria del Consejo Intergubernamental (CIG) de la Iniciativa Instituto Iberoamericano de Lenguas Indígenas (IIALI); actividad que convocó de manera virtual a representantes de varios países de la región."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoir? ko arakõime Consejo Intergubernamental (CIG) Iniciativa Instituto Iberoamericano de Lenguas Indígenas (IIALI) Aty Mbohapyha; tembipurupyahu rupive ijaty heta tetãmegua mburuvicha ko Amérika peguápe."
[NEW DOCUMENT 04/05/22 SP:07:01:a GN:07:08:a]	[NEW DOCUMENT 04/05/22 SP:07:01:a GN:07:08:a]
"Ministra de SPL, en charla magistral sobre turismo de reuniones."	PÑS sãmbyhyhára omoir? amandaje turismo de reuniones rehegua.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, participó este martes de una charla magistral sobre turismo de reuniones en Paraguay, evento organizado por la Secretaría Nacional del Turismo (Senatur) y que tuvo como disertante al experto uruguayo Arnaldo Nardone."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoir? ko araapýpe pete? amandaje turismo de reuniones Paraguáipe rehegua, aty omoakãva Tetã Rechaukapy Sãmbyhyha (TRS) ha ohesa’?ijóva tapicha arandu uruguaigua Arnaldo Nardone."
[NEW DOCUMENT 04/04/22 SP:10:39:a GN:10:47:a]	[NEW DOCUMENT 04/04/22 SP:10:39:a GN:10:47:a]
Asume nueva directora general de Investigación Lingüística de la SPL.	PÑS oguereko Ñe’?rapereka moakãharapev? pyahu.
"Este lunes asumió la nueva directora general de Investigación Lingüística de la Secretaría de Políticas Lingüísticas (SPL), Celeste Fleitas Guirland, un referente del ámbito académico y de la lengua castellana, principalmente."	
"Asimismo, asumió como nuevo jefe de Departamento de Contabilidad de la SPL, Darío Leguizamón, contador profesional y con experiencia laboral en el área administrativa."	
[NEW DOCUMENT 04/01/22 SP:08:55:a GN:08:58:a]	[NEW DOCUMENT 04/01/22 SP:08:55:a GN:08:58:a]
Ministra de la SPL se reunió con la decana de la Facultad Politécnica.	PÑS sãmbyhyhára oñombyaty Facultad Politécnica moakãhára ndive.
"Este viernes se celebró un encuentro entre la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, y la decana de la Facultad Politécnica de la Universidad Nacional de Asunción, Silvia Teresa Leiva León, quienes conversaron sobre la intención de seguir estrechando lazos para la cooperación mutua entre ambas instituciones."	"Ko arapote?me oñombyaty Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ha mbo’ehaovusu Facultad Politécnica, Universidad Nacional de Asunción pegua, moakãhára, Silvia Teresa Leiva León ndive."
	He’i ojupe hikuái omba’aposeveha ohóvo oñondive.
[NEW DOCUMENT 03/31/22 SP:11:32:a GN:11:43:a]	[NEW DOCUMENT 03/31/22 SP:11:32:a GN:11:43:a]
Ministra de la SPL presentó informe de gestión 2021.	Sãmbyhyhára oikuaauka PÑS rembiapokue 2021 arýpe guare.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, realizó este jueves la presentación del Informe Gestión y Rendición de Cuentas 2021 de la SPL, dando cumplimiento a normativas que estipulan esta exigencia y siguiendo la línea de gestión abierta, participativa y transparente de la SPL."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oikuaauka ko arapópe PÑS Rembiapo Momarandu ha Rembiapo Jehechauka 2021 arýpe guare, ha péicha omoañete umi léi he’ihápe kóicha ojejapova’erãha ha avei oipykúivo jepiveguáicha tesakãme ha og?uah?hápe maymávape."
[NEW DOCUMENT 03/25/22 SP:11:21:a GN:11:33:a]	[NEW DOCUMENT 03/25/22 SP:11:21:a GN:11:33:a]
Titular de SPL participó de 1ª sesión de Conadis.	PÑS sãmbyhyhára omoir? Conadis aty pete?ha.
"Se realizó la primera sesión ordinaria del 2022 de la Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis), evento del cual formó parte la Secretaría de Políticas Lingüísticas (SPL) a través de su titular, Ladislaa Alcaraz de Silvero, y la directora general de Planificación Lingüísticas, Celia Godoy."	"Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis) oñombyaty pete?ha ko 2022 arýpe, upépe o?kuri avei Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ha Ñe’? Rape’apo Moakãharapav? PÑS pegua, Celia Godoy."
[NEW DOCUMENT 03/22/22 SP:12:00:p GN:12:08:p]	[NEW DOCUMENT 03/22/22 SP:12:00:p GN:12:08:p]
Firman convenio para seguir apoyando revitalización de la lengua guaná.	Oñemboheraguapy ñoñe’?me’? oñemba’apove hag?ua guana ñe’? rehe.
"La Secretaría de Políticas Lingüísticas (SPL) y la Municipalidad de San Lázaro, Dpto. de Concepción, firmaron este martes un convenio de cooperación para llevar adelante planes y proyectos para la aplicación de la Ley 4251/10, De Lenguas, dentro del municipio, y en especial, para seguir trabajando coordinadamente con la comunidad Río Apa, del pueblo Guaná, asentada en el distrito mencionado, en las líneas de documentación, promoción y revitalización de su lengua propia."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ha San Lázaro Tavao, Concepción Tavusu pegua, omboheraguapy ko araapýpe ñoñe’?me’? ha ogueroguatáta hikuái tembiapo joaju omoañete hag?ua ko tavaópe Léi 4251/10, Ñe’?nguéra Rehegua; ko’ýte, oñemba’apove hag?ua ojehóvo ypykuéra Guaná aty hérava Río Apa ndive, o?va ko tavaópe, ikatu hag?uáicha oñeñongatu, oñemoasãi ha oñemombarete jey hag?ua iñe’? teekuéra."
[NEW DOCUMENT 03/21/22 SP:08:50:a GN:08:56:a]	[NEW DOCUMENT 03/21/22 SP:08:50:a GN:08:56:a]
Ministra de la SPL informó sobre avances en materia de lenguas indígenas.	PÑS sãmbyhyhára omombe’u ojejapóva ojejúvo ypykuéra ñe’?ita rehehápe.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue invitada para participar este lunes de la reunión virtual del Consejo Nacional de Educación Indígena, espacio donde acercó informaciones sobre importantes avances que tienen relación con la gestión de lenguas indígenas liderada por la entidad a su cargo."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoir? tembipurupyahu rupive Consejo Nacional de Educación Indígena jojuhu; upépe omog?uah? heta marandu ypykuéra ñe’?ita rehegua ha opa umi ojejapóva ojejúvo PÑS ñesãmbyhýpe ojeykekóvo ko’ã ñe’?."
[NEW DOCUMENT 03/17/22 SP:11:21:a GN:11:26:a]	[NEW DOCUMENT 03/17/22 SP:11:21:a GN:11:26:a]
SPL brindó compañamiento técnico-lingüístico en el Chaco.	PÑS guive ojeho Chákope ojeykekóvo ñe’?nguéra rehe oñemba’apo hag?ua hekópe.
"Técnicos de la Secretaría de Políticas Lingüísticas (SPL) realizaron una visita oficial a dos entes públicos de la Región Occidental (Chaco paraguayo), la Municipalidad de Presidente Hayes y la Gobernación de Boquerón, respectivamente, a fin de brindar un acompañamiento técnico-lingüístico en el marco de la implementación de la Ley 4251/10, De Lenguas."	PÑS guive ojeho Chákope ojeykekóvo ñe’?nguéra rehe oñemba’apo hag?ua hekópe
[NEW DOCUMENT 03/15/22 SP:11:29:a GN:11:34:a]	[NEW DOCUMENT 03/15/22 SP:11:29:a GN:11:34:a]
Firman convenio para favorecer a jóvenes respetando el idioma que habla.	Oñemba’apo joajúta oñepytyvõ hag?ua iñe’? teépe karia’y ha kuñata?nguérape.
"La Secretaría de Políticas Lingüísticas (SPL) y la Secretaría Nacional de la Juventud (SNJ) firmaron un convenio de cooperación en el que se comprometen a promover acciones conjuntas a favor de los jóvenes del país y de las lenguas propias de estos, especialmente el guaraní por ser de uso mayoritario en la población paraguaya, además de ser una de las lenguas oficiales del Paraguay."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ha Karia’y ha Kuñata? Ykeko Sãmbyhyha (KKYS) omboheraguapy ñoñe’?me’? ha he’i omba’apojoajutaha umi karia’y ha kuñata? ha iñe’?nguéra rehehápe, ko’ýte guarani ñe’? ha’e rupi ñe’? ojepuruvéva ñane retãme, ha avei ha’e rupi tetã ñe’? tee."
[NEW DOCUMENT 03/14/22 SP:09:21:a GN:09:41:a]	[NEW DOCUMENT 03/14/22 SP:09:21:a GN:09:41:a]
SPL e INDI seguirán articulando tareas a favor de pueblos indígenas.	PÑS ha PYÑ omba’apojoajuvéta ohóvo oipytyvõ hag?ua ypykuérape.
"La Secretaría de Políticas Lingüísticas (SPL) y el Instituto Paraguayo del Indígena (INDI) acordaron este lunes promover acciones conjuntas a favor de los pueblos indígenas, atendiendo las sensibles áreas de cobertura de ambas entidades y la importancia de aunar esfuerzos que apunten a una mejor calidad de vida de los nativos."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ha Paraguái Ypykuéra Ñangarekoha (PYÑ) oñoñe’?me’? ko arakõime omba’apo hagua joajúpe ypykuéra rehehápe, ohechakuaágui ko’ã temimo?mby tuichaite mba’eha ko’ã ñande rapicha remikotev?mby ha mba’éichapa ikatu oñeipytyvõ chupekuéra, hembiapoteekuéra rupive."
[NEW DOCUMENT 03/10/22 SP:09:09:a GN:09:11:a]	[NEW DOCUMENT 03/10/22 SP:09:09:a GN:09:11:a]
Coordinan acciones en el marco del Decenio Internacional de las Lenguas Indígenas.	Oñembohape umi ojejaposéva ypykuéra ñe’?ita ñemomorã guasu pa ary pukukue ryepýpe.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió este jueves con el presidente de la Mesa de Articulación Indígena del Paraguay (MAIPY), Dionisio Gómez, quien a su vez es líder de la comunidad indígena del pueblo Avá Guaraní, Cerro Poty, de Lambaré, Dpto."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñombyaty ko arapópe Mesa de Articulación Indígena del Paraguay (MAIPY) moakãhára, Dionisio Gómez, ndive, karai oisãmbyhýva avei ypykuéra aty Avá Guaraní, Cerro Poty, o?va Lambarépe, Central tavusúpe."
Central.	"Oñe’? hikuái mba’éichapa ikatu oñembohape tembiapokuéra, ypykuéra ñe’?ita ñemomorã guasu pa ary pukukue ryepýpe ojejaposéva."
Dialogaron sobre las posibles acciones a llevarse adelante en el marco del Decenio Internacional de las Lenguas Indígenas (DILI 2022-2032).	
[NEW DOCUMENT 03/08/22 SP:05:12:p GN:05:21:p]	[NEW DOCUMENT 03/08/22 SP:05:12:p GN:05:21:p]
Ministra acompañó lanzamiento de libro sobre poncho para’i.	Sãmbyhyhára omoir? aranduka ñeguenoh? póncho para’i rehegua.
"Hoy miércoles 8 de marzo, Día Nacional del Poncho Para’i de 60 Listas y de las Tejedoras y Tejedores, se realizó la presentación del libro “Poncho Para’i de 60 Listas”, actividad acompañada por la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero."	"Ko ararundýnpy, 8 jasyapy, Día Nacional del Poncho Para’i de 60 Listas y de las Tejedoras y Tejedores-pe, oñeguenoh? aranduka hérava “Poncho Para’i de 60 Listas”, aty omoir?va’ekue Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero."
[NEW DOCUMENT 02/24/22 SP:11:54:a GN:11:59:a]	[NEW DOCUMENT 02/24/22 SP:11:54:a GN:11:59:a]
Ministra de SPL participó de reunión de Comité Nacional de Salvaguardia del Patrimonio Cultural Inmaterial.	PÑS sãmbyhyhára omoir? Comité Nacional de Salvaguardia del Patrimonio Cultural Inmaterial aty.
"La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, participo de la reunión del Comité Nacional de Salvaguardia del Patrimonio Cultural Inmaterial - Nivel Político, en el Memorial y Centro Cultural 1A."	"Paraguái Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoir? ko árape Comité Nacional de Salvaguardia del Patrimonio Cultural Inmaterial - Nivel Político ñeñombyaty, Memoria y Centro Cultural 1A."
[NEW DOCUMENT 02/23/22 SP:06:55:a GN:07:00:a]	[NEW DOCUMENT 02/23/22 SP:06:55:a GN:07:00:a]
Paraguay será sede de la CILPE 2023.	Paraguáipe oikóta CILPE 2023 arýpe.
"La 3ª Conferencia Internacional de las Lenguas Portuguesa y Española (CILPE 2023) se llevará a cabo en el Paraguay, decisión tomada en el cierre de la segunda edición del importante evento realizado en Brasil la semana pasada."	"Mbohapyha Conferencia Internacional de las Lenguas Portuguesa y Española (CILPE 2023) oikóta Paraguáipe, upéichama oje’e opakuévo ko aty mokõiha ojegueroguatava’ekue Brasil-pe upe arapokõindy ohasava’ekuépe."
"La Organización de Estados Iberoamericanos (OEI) de Paraguay, conjuntamente con el Gobierno Nacional, coordinarán la realización de la conferencia internacional."	"Organización de Estados Iberoamericanos (OEI) Paraguái pegua, ha Tetã Rekuái, oñondive ombosako’íta ko aty guasu oikótava ary oúvape."
[NEW DOCUMENT 02/23/22 SP:05:06:a GN:05:10:a]	[NEW DOCUMENT 02/23/22 SP:05:06:a GN:05:10:a]
Versión corregida y aumentada del Diccionario Guaraní se presenta hoy.	"Oñemyatyrõ ha oñemongakuaave rire, ko árape oñeguenoh? jeýta Guarani Ñe’?ryru."
La Academia de la Lengua Guaraní (ALG) realizará hoy miércoles la presentación de la versión corregida y aumentada del Diccionario de la Lengua Guaraní del Paraguay.	"Guarani Ñe’? Rerekuapav? (GÑR) ombosako’i ko árape g?uarã aty oguenoh?tahápe Guarani Paraguái Ñe’?ryru, omyatyrõ ha omongakuaave rire ko aranduka."
"El evento presencial será a partir de las 16:30, en la sede de la academia, en París 1102 Esq."	"Ko aty, ikatutahápe ojeho, oikóta 16:30 aravo guive, GÑR rógape, París 1102 ha Madrid-pe, Paraguay távape."
"Madrid, ciudad de Asunción."	
[NEW DOCUMENT 02/22/22 SP:10:29:a GN:10:38:a]	[NEW DOCUMENT 02/22/22 SP:10:29:a GN:10:38:a]
Importancia de la lengua materna fue tema de reflexión en evento virtual.	Ñe’? ypy tuicha mba’eha rehe oñeñe’? tembipurupyahu rupive.
"Este lunes 21 de febrero se realizó la conmemoración del Día Internacional de la Lengua Materna, evento virtual organizado por la Secretaría de Políticas Lingüísticas (SPL) y que tuvo como ejes temáticos el valor y la importancia de la lengua materna en la vida de las personas."	"Ko arakõi, 21 jasykõime, oñemomorã Ñe’? Ypy Ára Yvy Ape Ári, aty ojegueroguatava’ekue tembipurupyahu rupive ha omoakãva Paraguái Ñe’?nguéra Sãmbyhyha (PÑS), ohesa’?ijóva tuicha mba’eha ñande rekovépe ñane ñe’? ypy."
[NEW DOCUMENT 02/17/22 SP:09:24:a GN:09:26:a]	[NEW DOCUMENT 02/17/22 SP:09:24:a GN:09:26:a]
Reflexionarán sobre la importancia de las lenguas maternas paraguayas.	Tuicha mba’eha umi ñe’? ypy oikovéva Paraguáipe rehe oñeñe’?ta.
"El próximo lunes 21 de febrero se conmemora el Día Internacional de la Lengua Materna, fecha muy significativa para nuestro país atendiendo la riqueza lingüística que coexiste en el Paraguay y las múltiples posibilidades de lengua o lenguas maternas existentes."	"Ág?a arakõi oúvape, 21 jasykõime, oñemomorã Ñe’? Ypy Ára Yvy Ape Ári, ára guasu jajesarekóvo mba’eichaitépa ñane retãme oikove heta ñe’? ha ikatuha hetaichagua ñe’? ypy jaguereko."
"En ese marco, la Secretaría de Políticas Lingüística (SPL) organiza un evento virtual de conmemoración de la significativa fecha."	"Upévare, Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ombosako’i pete? aty guasu tembipurupyahu rupive oñemomorãvo ha oñemomba’évo ko ára."
[NEW DOCUMENT 02/16/22 SP:11:30:a GN:11:35:a]	[NEW DOCUMENT 02/16/22 SP:11:30:a GN:11:35:a]
Ministra de SPL expuso en Brasil sobre situación lingüística paraguaya.	PÑS sãmbyhyhára oñe’? Brasil-pe Paraguái ñe’?nguéra rehe.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, brindó este miércoles una conferencia magistral sobre política y planificación lingüística en Paraguay."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ohesa’?ijo ko ararundýpe imba’ekuaapy Paraguáipe ñe’?nguéra rehepa mba’éicha oñemba’apo."
"Fue en el marco de la 2ª edición de la Conferencia Internacional de las Lenguas Portuguesa y Española (CILPE 2022), desarrollada en Brasilia, Brasil."	"Kóva oiko 2ª edición de la Conferencia Internacional de las Lenguas Portuguesa y Española (CILPE 2022) ryepýpe, Brasilia távape, Brasil-pe."
[NEW DOCUMENT 02/15/22 SP:10:41:a GN:10:53:a]	[NEW DOCUMENT 02/15/22 SP:10:41:a GN:10:53:a]
En Brasil debatirán sobre el futuro del portugués y español en la ciencia y la tecnología.	Brasil-pe oñeñe’?ta portugués ha español ñe’? tembikuaa ha tembipurupyahúpe rehe.
