[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
La ministra-secretaria ejecutiva de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió en la mañana de este jueves con autoridades de la Municipalidad de Ñemby, quienes dialogaron sobre la posibilidad de trazar una hoja de ruta para fortalecer el bilingüismo oficial en el municipio de Ñemby.	Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, rendápe ou ko arapo pyharevépe Ñemby Tavao mburuvichakuéra, ha oñomongeta hikuái mba’eichaitépa ikatu joajúpe omoañete mokõive ñane retã ñe’ẽ tee jeporu joja ha meme ko távape.
[NEW DOCUMENT 09/15/21 SP:09:49:a GN:10:00:a]	[NEW DOCUMENT 09/15/21 SP:09:49:a GN:10:00:a]
Presentan estampillas del tereré, patrimonio inmaterial de la humanidad.	Oñeguenohẽ heta estampilla terere rérape, ojeporavómava yvóra mba’e tee ramo.
La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, participó del acto de lanzamiento de 5.000 estampillas postales denominadas “El Tereré es patrimonio inmaterial de la humanidad”, que se realizó este miércoles en la Manzana de la Rivera de la ciudad de Asunción.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoirũ ko 5.000 estampilla ñeguenohẽ hérava “El tereré es patrimonio inmaterial de la humanidad”, oikóvakuri ko ararundýpe, Manzana de la Rivera-pe, Paraguaýpe.
[NEW DOCUMENT 09/15/21 SP:09:44:a GN:09:55:a]	[NEW DOCUMENT 09/15/21 SP:09:44:a GN:09:55:a]
Reunión de trabajo con referentes de lenguas indígenas.	Ypykuéra ñe’ẽ rehe omba’apóva oñombyaty ha omba’apo.
Desde la Secretaría de Políticas Lingüísticas (SPL) se propició una reunión de trabajo entre la institución y referentes de los pueblos indígenas del Paraguay con el objetivo de discutir un documento borrador sobre el protocolo de refrendo o reconocimiento de las normativas -ya sea el alfabeto, la gramática, el diccionario, etc.- de cada una de las lenguas indígenas existentes en el país.	Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oporohenói oñombyaty ha omba’apo hag̃ua umi ypykuéra oĩva ñane retãme ñe’ẽnguéra rehe ikatu hag̃uáicha oñombohovake ikuái peteĩ kuatai ári omoneĩ térã ohechakuaátava opa umi ypykuéra ñe’ẽita mohendahakuéra, taha’e ijachegety, iñe’ẽtekuaa, iñe’ẽryru, ha ambueve.
[NEW DOCUMENT 09/13/21 SP:05:26:a GN:05:31:a]	[NEW DOCUMENT 09/13/21 SP:05:26:a GN:05:31:a]
La app Guarani Ayvu ya superó las 30.000 descargas.	30.000 rasáma oñemboguejy app Guarani Ayvu.
La útil herramienta virtual que traduce palabras en tres idiomas (guaraní-castellano-inglés) lanzado recientemente ya superó las 30.000 descargas y sigue creciendo de manera sostenida.	Ko tembiporupyahu ombojeréva ñe’ẽ mbohapy ñe’ẽme (guarani-castellano-inglés) oñeguenohẽ ramoiteva’ekue péina 30.000 rasáma oñemboguejy ojeporu hag̃ua ha ko’ẽ rei rehe okakuaave ohóvo.
La app contiene unas 3.200 entradas con el registro en audio de cada una de las palabras en guaraní; asimismo, en ella se encuentran otros importantes contenidos para aprender el idioma guaraní.	Ko app oguereko 3.200 rasa ñe’ẽ ha ikatu oñehẽndupaiti umi guaraníme oĩva; upéichante avei, heta ambueve mba’e oguereko ojeporukuaáva ojekuaave hag̃ua guarani ñe’ẽ.
[NEW DOCUMENT 09/10/21 SP:07:06:a GN:07:12:a]	[NEW DOCUMENT 09/10/21 SP:07:06:a GN:07:12:a]
SPL e Instituto Desarrollo se alían para trabajar por las lenguas del Paraguay.	PÑS ha Instituto Desarrollo omba’apo joajúta Paraguái ñe’ẽnguéra rehehápe.
Este viernes se concretó la importante firma de convenio entre la Secretaría de Políticas Lingüísticas (SPL) y el Instituto Desarrollo (ID) con el objetivo de aunar esfuerzos para ejecutar de manera conjunta programas y proyectos que apunten a la formación, investigación, fortalecimiento y difusión de la rica diversidad lingüística paraguaya.	Ko arapoteĩme Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Instituto Desarrollo (ID) omboheraguapy ñoñe’ẽme’ẽ kuatia ha he’i ojupe omba’apo joajuseha omoañetévo apopyrãnguéra ñane retã ñe’ẽnguéra jehekombo’e, kuaapyreka ha kuaapyñeñemyasãi rehegua.
[NEW DOCUMENT 09/08/21 SP:10:25:a GN:10:36:a]	[NEW DOCUMENT 09/08/21 SP:10:25:a GN:10:36:a]
SPL y Cancillería buscan posicionar las lenguas del Paraguay.	PÑS ha Cancillería ojoykeko Paraguái ñe’ẽnguéra rehehápe.
En una reunión celebra este miércoles entre la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, y el ministro de Relaciones Exteriores (MRE), Euclides Acevedo, ambas autoridades dialogaron sobre posibles acciones conjuntas a fin de buscar posicionar, fortalecer y difundir la rica diversidad lingüística paraguaya a nivel local y en el ámbito internacional.	Oñombyaty ko ararundýpe Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ha Tetãnguéra Ndive Jekupytyrã Motenondehára, Euclides Acevedo, ha oñomongeta hikuái umi mba’e ikatúva omongu’e oñondive ko’ã mokõive tetã remimoĩmby jahechápa ñane retã ñe’ẽnguéra tove taimbareteve ha taherakuã porã ñane retã ha tetã ambue rehe.
[NEW DOCUMENT 09/06/21 SP:07:17:a GN:07:29:a]	[NEW DOCUMENT 09/06/21 SP:07:17:a GN:07:29:a]
SPL y Municipalidad de Luque firman convenio de cooperación.	PÑS ha Luque Tavao omboheraguapy ñoñe’ẽme’ẽ ñembokuatia.
Este lunes se concretó la firma de convenio de cooperación interinstitucional entre la Secretaría de Políticas Lingüísticas (SPL) y la Municipalidad de Luque con el objetivo de unir esfuerzos para llevar a cabo proyectos específicos enmarcados en la aplicación gradual de la Ley 4251/10, De Lenguas, dentro del municipio.	Ko arakõime omboheraguapy ñoñe’ẽme’ẽ ñembokuatia Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Luque Tavao jahechápa joajúpe ndoguerahái hikuái tenonderã apopyrãnguéra omoañetepotávo mbeguekatúpe Léi 4251/10, Ñe’ẽnguéra Rehegua, ko tavao ryepýpe.
[NEW DOCUMENT 09/02/21 SP:10:35:a GN:10:40:a]	[NEW DOCUMENT 09/02/21 SP:10:35:a GN:10:40:a]
Galardonados con el trofeo Rohayhu Che Ñe’ẽ desde el 2014 al 2021.	Mayma ohupytýmava Rohayhu Che Ñe’ẽ 2014 ary guive 2021 peve.
En esta nota, la Secretaría de Políticas Lingüísticas (SPL) presenta el listado de todas las personas, figuras públicas, instituciones y empresas públicas y privadas de diferentes ámbitos de la sociedad que promueven el uso de la lengua guaraní y que fueron merecedores del trofeo Rohayhu Che Ñe’ẽ, galardón que se viene entregando desde su primera edición de la Semana de la Lengua Guaraní Rohayhu Che Ñe’ẽ, año 2014, hasta su más próxima edición de este año 2021.	Ko marandúpe, Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oikuaauka myama umi ñande rapicha, tetã remimoimby ha ipypegua’ỹva ha ambueve oipuru ha omoherakuãva guarani ñe’ẽ mamo hendáre ha opa mba’erã, ha oñembojopóimava chupekuéra Rohayhu Che Ñe’ẽ rupive, oñeme’ẽva oñepyrũ guive Guarani Ñe’ẽ Arapokõindy Rohayhy Che Ñe’ẽ, 2014 ary guive, ko 2021 ary peve.
[NEW DOCUMENT 08/24/21 SP:06:34:a GN:06:42:a]	[NEW DOCUMENT 08/24/21 SP:06:34:a GN:06:42:a]
Entregarán el trofeo Rohayhu Che Ñe’ẽ a promotores del guaraní.	Oñembojopóita Rohayhu Che Ñe’ẽ rupive heta guarani rayhuhárape.
En coincidencia con el Día del Idioma Guaraní y en el marco de la Semana de la Lengua Guaraní impulsada por la Secretaría de Políticas Lingüísticas (SPL), mañana miércoles 25 de agosto, a partir de las 10:00, se llevará a cabo de manera virtual (Facebook Live de la SPL) el acto de entrega del trofeo Rohayhu Che Ñe’ẽ, edición 2021, a promotores de la lengua guaraní de diferentes ámbitos de la sociedad.	Ojoajúvo Guarani Ñe’ẽ Ára rehe ha Guarani Ñe’ẽ Arapokõindy Ñemomorã ogueroguatáva Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ryepýpe, ko’ẽrõ ararundy 25 jasypoapýpe, 10:00 aravo guive, oikóta aty tembipurupyahu rupive (PÑS Facebook Live rupive) oñembojopoitahápe Rohayhu Che Ñe’ẽ, 2021 ary peguáva, rupive heta guarani rayhuhára ha akóinte omyasãivape ko ñe’ẽ, opa hendárupigua.
[NEW DOCUMENT 08/23/21 SP:02:51:a GN:02:57:a]	[NEW DOCUMENT 08/23/21 SP:02:51:a GN:02:57:a]
Hoy arranca la semana de la lengua guaraní, “Rohayhu che ñe’ẽ”.	Ko árape oñepyrũta guarani arapokõindy ñemomorã, “Rohayhu che ñe’ẽ”.
Desde hoy lunes 23 y hasta el viernes 27 será la octava edición de la campaña de revalorización de la lengua guaraní “Rohayhu che ñe’ẽ”, impulsada por la Secretaría de Políticas Lingüísticas (SPL), con el apoyo de varias instituciones públicas, privadas y ONGs.	Ko arakõime 23 guive ha arapoteĩ 27 peve oikóta poapyha guarani ñemomorã guasu “Rohayhu che ñe'ẽ”, omoakãva Paraguái Ñe'ẽnguéra Sãmbyhyha (PÑS), heta ambue tetã remimoĩmby, ipmeñegua'ỹ ha ONG.
El lanzamiento de la semana del guaraní, edición 2021, será esta mañana, a las 10:00, a través de Facebook Live de la SPL (https://www.facebook.com/splparaguay), y contará con la presencia de varias autoridades nacionales.	Oñepyrũta ko pyharevépe, 10:00 aravo guive, PÑS Facebook Live rupive (https://www.facebook.com/splparaguay), ha omoirũta heta ñane tetã mburuvicha.
[NEW DOCUMENT 08/22/21 SP:12:56:p GN:01:01:p]	[NEW DOCUMENT 08/22/21 SP:12:56:p GN:01:01:p]
Rohayhu Che Ñe’ẽ: Agenda de la Semana de la Lengua Guaraní.	Rohayhu Che Ñe’ẽ: Guarani Ñe’ẽ Arapokõindy apopyrãnguéra.
En este enlace (Clic aquí) se puede descargar la agenda de las diferentes actividades programadas para la conmemoración de la Semana de la Lengua Guaraní Rohayhu Che Ñe’ẽ edición 2021.	Ko’ápe reikérõ (ehesakutu ko'ápe) ikatúta remboguejy apopyrãnguéra oñembosako'i oñemomorãvo Guarani Ñe’ẽ Arapokõindy Ñemomorã Rohayhu Che Ñe’ẽ 2021.
[NEW DOCUMENT 08/20/21 SP:10:01:a GN:10:06:a]	[NEW DOCUMENT 08/20/21 SP:10:01:a GN:10:06:a]
Buscan implementar uso oficial del guaraní en municipio de Itauguá.	Ojegueroikese avei Itaugua tavusúpe guarani jepuru, ñe’ẽ teeháicha.
La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió este viernes con el intendente de la ciudad de Itauguá, Gustavo Ortiz, a fin de dialogar sobre la implicancia de la Ley 4251/10, De Lenguas, la importancia y factibilidad del uso equitativo de nuestras dos lenguas oficiales (guaraní-castellano).	Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, oñombyaty ko arapoteĩme Itaugua tavao moakãhára, Gustavo Ortiz, ndive ha oñomongeta hikuái Léi 4251/10, Ñe’ẽnguéra Rehegua rehe, tuicha mba’eha ha ikatuha ojepuru joja mokõive ñane retã ñe’ẽ tee (guarani ha castellano).
[NEW DOCUMENT 08/19/21 SP:07:57:a GN:08:04:a]	[NEW DOCUMENT 08/19/21 SP:07:57:a GN:08:04:a]
Organizan nueva edición de “Rohayhu che ñe’ẽ”, semana de la lengua guaraní.	Oñembosako’i jeýma “Rohayhu che ñe’ẽ”, guarani ñe’ẽ arapokõindy.
Del 23 al 27 de agosto será la edición 2021 de la semana de la lengua guaraní “Rohayhu che ñe’ẽ”, una campaña de revalorización, difusión, fortalecimiento y concienciación sobre el valor y la importancia del idioma guaraní, actividad impulsada desde el 2014 de manera ininterrumpida por la Secretaría de Políticas Lingüísticas (SPL), con el apoyo de varias instituciones públicas, privadas y ONGs.	Ko 23 jasypoapy guive 27 peve, 2021 arýpe, oiko jeýtama guarani ñe’ẽ arapokõindy ñemomorã hérava “Rohayhu che ñe’ẽ”, oñemongu’éva oñemomba’e, oñemoasãi, oñemombarete ha ojehechakuaávo tuicha mba’eha ko guarani, ombosako’íva 2014 ary guivéma ha oso’ỹre Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS), heta ambue temimoĩmby tetãmegua, ipypegua’ỹva ha ONG umíva ñepytyvõme.
[NEW DOCUMENT 08/17/21 SP:07:17:a GN:07:26:a]	[NEW DOCUMENT 08/17/21 SP:07:17:a GN:07:26:a]
Proyectan uso oficial del guaraní en municipio de Capiatá.	Kapiata tavao oñemoguaranise avei, ñane ñe’ẽ teeháicha.
La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió este martes con el intendente de la ciudad Capiatá, Martín Orué, a fin de dialogar sobre la implementación de la Ley 4251/10, De Lenguas, principalmente en relación con el uso equitativo de las dos lenguas oficiales, guaraní y castellano, dentro del municipio.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Acaraz de Silvero, oñomongeta ko araapýpe Kapiata tavao moakãhára, Martín Orué, ndive ikatu hag̃uáicha oñembohape Léi 4251/10, Ñe’ẽnguéra Rehegua, ñemoañete, ko’úte mokõivéva ñane retã ñe’ẽ tee jepuru joja, guarani ha castellano, ko tavao tuichakue.
[NEW DOCUMENT 08/06/21 SP:07:34:a GN:07:39:a]	[NEW DOCUMENT 08/06/21 SP:07:34:a GN:07:39:a]
SPL y municipio de Encarnación sellan acuerdo de cooperación.	PÑS ha Encarnación Tavao he’i ojupe omba’apo joajutaha.
La Secretaría de Políticas Lingüísticas (SPL) y la Municipalidad de Encarnación firmaron este viernes un convenio de cooperación para la implementación efectiva de la Ley 4251/10 “De Lenguas” en el municipio de Encarnación.	Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Encarnación Tavao omboheraguapy ñoñe’ẽme’ẽ ko arapoteĩme omoañeteségui oñondive Léi 4251/10 “Ñe’ẽnguéra reheguápe” he’íva ko Encarnación tavao ryepýpe.
[NEW DOCUMENT 08/06/21 SP:06:46:a GN:06:53:a]	[NEW DOCUMENT 08/06/21 SP:06:46:a GN:06:53:a]
Siguen los trabajos de documentación y revitalización de la lengua guaná.	Oguata hóvo guaná ñe’ẽ ñeñongatu ha ñemombarete jey.
Técnicos de la Dirección General de Documentación y Promoción de lenguas indígenas de la Secretaría de Políticas Lingüísticas llegaron a la comunidad indígena de Río Apa del pueblo Guaná, ubicada en el distrito de San Lázaro, departamento de Concepción, para dar seguimiento al proceso de documentación y revitalización de la lengua del pueblo mencionado.	Ypykuéra Ñe’ẽ Ñeñongatu ha Ñemoasãi Moakãhapavẽ, Paraguái Ñe’ẽnguéra Sãmbyhyha pegua, mba’apoharakuéra omba’apo ypykuéra Guaná rekoha hérva Río Apa-pe, opytáva San Lázaro distrito-pe, Concepción tavusúpe.
	Oguata ohóvo guaná ñe’ẽ ñeñongatu ha ñemombarete jey.
[NEW DOCUMENT 08/03/21 SP:09:29:a GN:09:35:a]	[NEW DOCUMENT 08/03/21 SP:09:29:a GN:09:35:a]
Paraguay está presente en el festival de poesía de Medellín.	Paraguái ñe’ẽyvoty oñehendúta Medellín-pe.
“Aguyguy, aheka/ pe yvy. (…) mamópoku oime/ pe yvy/ yvy marae’ỹ./ Tatatĩ poku / oime/ oñomi.	“Aguyguy, aheka/ pe yvy. (…) mamópoku oime/ pe yvy/ yvy marae’ỹ./ Tatatĩ poku / oime/ oñomi.
[Deambulo buscando/ esa tierra. (…) Dónde estará/ esa tierra,/ la tierra sin mal./¿Será que la niebla/ la cubre?]”.	[Deambulo buscando/ esa tierra. (…) Dónde estará/ esa tierra,/ la tierra sin mal./¿Será que la niebla/ la cubre?]”.
Así nos habla en un poema de su autoría Feliciano Acosta, el poeta que representará al Paraguay en el 31º Festival Internacional de Poesía de Medellín, en una mesa de lectura que se abrirá el 4 de agosto, dentro de la extensa programación que se inició el domingo y se prolongará hasta fines de este mes.	Péicha he’i peteĩ Feliciano Acosta ñe’ẽyvoty, ñe’ẽpapára oĩtava Paraguái rérape 31º Festival Internacional de Poesía de Medellín-pe, peteĩ mesa jerépe oñeñpyrũtahápe oñemoñe’ẽ ko’ẽrõ, 4 jasypoapýpe, aty oikéva avei opa umi ojejapóva apytépe, oñepyrũmavakuri upe arateĩ ohasava’ekuépe ha ojepysótava ko jasy paha rupi peve.
Esta actividad se cumplirá a las 16:00 de Colombia, 17:00 de Paraguay.	Ko aty oikóta 16:00 ramo Colombia-pe, ha Paraguáipe 17:00 guive.
[NEW DOCUMENT 06/28/21 SP:08:34:a GN:08:36:a]	[NEW DOCUMENT 06/28/21 SP:08:34:a GN:08:36:a]
Autoridades de la Cátedra Guaraní de AUGM se reunieron este lunes.	Guarani Mbo’epy AUGM pegua mburuvichakuéra oñombyaty ko arakõime.
En horas de la mañana de este lunes 28 de junio, se realizó la 5ta. reunión del Comité Académico de la Cátedra Guaraní de la Asociación de Universidades del Grupo Montevideo (AUGM, Mercosur).	Ko arakõi pyharevépe, 28 jasypoteĩme, oñombyaty ha omba’apo poha Comité Académico mburuvichakuéra, Asociación de Universidades del Grupo Montevideo (AUGM, Mercosur) pegua Cátedra Guaraní ryepypeguakuéra.
[NEW DOCUMENT 06/23/21 SP:05:58:a GN:06:02:a]	[NEW DOCUMENT 06/23/21 SP:05:58:a GN:06:02:a]
Obra sobre ganado bovino, manejo y producción fue publicada en guaraní y castellano.	Aranduka vaka kambyrã, ñangareko ha ñeñami rehegua oñeguenohẽ guarani ha castellano-pe.
Este martes fue presentado el libro “Vaka kambyrã, ñangareko ha ñeñami - Ganado bovino, manejo y producción”, obra de Pablino Gómez, escrita en las dos lenguas oficiales del Paraguay, guaraní y castellano.	Kuehe oñeguenohẽ aranduka hérava “Vaka kambyrã, ñangareko ha ñeñami - Ganado bovino, manejo y producción”, Pablino Gómez ohaiva’ekue mokõive Paraguái ñe’ẽ teépe, guarani ha castellano-pe.
Altas autoridades oficiales y de la lengua guaraní presentaron el material, a través de la plataforma Zoom.	Tetã ha guarani ñe’ẽ mburuvicha oñe’ẽ hese, Zoom rupive.
[NEW DOCUMENT 06/19/21 SP:07:40:a GN:07:45:a]	[NEW DOCUMENT 06/19/21 SP:07:40:a GN:07:45:a]
Lanzan innovadora app con traductor guaraní-castellano-inglés y otros contenidos para aprender guaraní.	Oñeguenohẽta app oguerekóva tembipuru ñe’ẽasarã guarani-castellano-inglés ha heta mba’eve guarani jepururã.
Según la disposición legal (Art.	Léi omohendaháicha (Art.
51 de la Ley 4251/10 “De Lenguas”), este martes 22 de junio se inicia el período de exigibilidad en el uso escrito oficial de la lengua guaraní en Paraguay.	51, Léi 4251/10 “Ñe’ẽnguéra rehegua”), ko araapy, 22 jasypoteĩme, guive ikatútama ojeporojopy guarani ojepuru añete hag̃ua ahipýpe Paraguái Estado rembiapópe.
En ese marco, lanzarán la innovadora y útil herramienta tecnológica Guarani Ayvu, una aplicación que contiene un traductor trilingüe (guaraní-castellano-inglés) y otros importantes contenidos para aprender la lengua guaraní.	Upéva ryepýpe, oñeguenohẽta tembipurupyahu hérava Guarani Ayvu, aplicación oguerekóva ñe’ẽasaha (guarani-castellano-inglés) ha heta ambueve mba’e ikatukuaáva oporopytyvõ guarani jepuru porãme.
[NEW DOCUMENT 06/18/21 SP:04:01:a GN:04:05:a]	[NEW DOCUMENT 06/18/21 SP:04:01:a GN:04:05:a]
Publican vocabulario bíblico en tres idiomas: guaraní, castellano y griego.	Oñeguenohẽ Biblia ñe’ẽ’aty mbohapy ñe’ẽme: guaraní, castellano ha griego.
Un material de lectura, consulta y estudio sobre vocabulario bíblico fue publicado recientemente en los idiomas guaraní, castellano y griego.	Aranduka oñemoñe’ẽ, oñemba’eporandu ha oñehesa’ỹijokuaáva oguerekóva Biblia ñe’ẽ’aty oñeguenohẽ nda’areiete mbohapy ñe’ẽme, guarani, castellano ha griego-pe.
Se trata del libro “Vocabulario trilingüe básico del Nuevo Testamento”, elaborado por el Dr. Wilson Garay y el Dr. René Krüger.	Ko aranduka héra “Vocabulario trilingüe básico del Nuevo Testamento”, ha ohai Dr. Wilson Garay ha Dr. René Krüger.
[NEW DOCUMENT 06/14/21 SP:05:10:a GN:05:15:a]	[NEW DOCUMENT 06/14/21 SP:05:10:a GN:05:15:a]
“Poemas europeos en lenguas del Paraguay” se presentó ayer.	Oñeguenohẽ kuehe “Poemas europeos en lenguas del Paraguay”.
La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue invitada por la Unión Europea para participar ayer domingo del lanzamiento del libro “Poemas europeos en lenguas del Paraguay”.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero-pe, oipepirũ Unión Europea omoirũ hag̃ua kuehe, arateĩme, aranduka “Poemas europeos en lenguas del Paraguay” ñeguenohẽ.
[NEW DOCUMENT 06/02/21 SP:04:00:a GN:04:09:a]	[NEW DOCUMENT 06/02/21 SP:04:00:a GN:04:09:a]
Exponen en simposio internacional sobre lengua pãi tavyterã.	Peteĩ aty guasúpe oñehesa’ỹijo pãi tavyterã ñe’ẽ.
La lingüista paraguaya Celeste Escobar expuso ayer martes en el Simposio Internacional de Lenguas Indígenas Amazónicas que tuvo como sede Brasil pero que fue transmitido en vivo por Youtube.	Paraguaigua lingüista Celeste Escobar ohesa’ỹijo hembiapokue kuehe peteĩ aty guasúpe hérava Simposio Internacional de Lenguas Indígenas Amazónicas, oikova’ekue Brasil, katu ojehecháva Youtube rupive.
La experta habló sobre “Alofonía y tipos de raíces en el pãi tavyterã guaraní de Ita Guasu, Amambay”.	Celeste mba’ekuaapy ohesa’ỹijova’ekue héra “Alofonía y tipos de raíces en el pãi tavyterã guaraní de Ita Guasu, Amambay”.
[NEW DOCUMENT 05/28/21 SP:03:31:a GN:03:37:a]	[NEW DOCUMENT 05/28/21 SP:03:31:a GN:03:37:a]
Ministra de la SPL dio discurso inicial en reunión consultiva de la UNESCO.	PÑS sãmbyhyhára oñe’ẽ UNESCO ñembyatypy oñepyrũvo.
La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, representó ayer jueves al Paraguay en la reunión consultiva en América Latina y el Caribe para el desarrollo del Plan de Acción Mundial del Decenio Internacional de las Lenguas Indígenas (IDIL 2022-2032).	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñe’ẽ kuehe, arapópe, Paraguái rérape aty guasu América Latina y el Caribe-pe oñeñomongeta ha oñembohapehápe Ypykuéra Ñe’ẽita Ñemomorã Pa Ary Yvy’ape Ári (IDIL 2022-2032) rembiaporãita.
Con otras altas autoridades, dio las palabras de apertura al evento realizado desde la plataforma Zoom, pero transmitido en vivo a través de la cuenta de Youtube de la UNESCO.	Ambue mburuvichakuéra ndive, oñe’ẽ oñepyrũvo ko aty oikova’ekue Zoom rupive ha ojehecháva Youtube, UNESCO mba’éva rupive.
[NEW DOCUMENT 05/27/21 SP:03:36:a GN:03:41:a]	[NEW DOCUMENT 05/27/21 SP:03:36:a GN:03:41:a]
Ministra presentó ante senadores avances en materia de lengua de señas.	Sãmbyhyhára oikuaauka senador-kuérape ojejapóva ojejúvo iñe’ẽngúva ñe’ẽ rérape.
La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue invitada este miércoles por la Comisión Asesora Permanente de Derechos de las Personas con Discapacidad del Senado a fin de presentar avances de las acciones y promoción de la Lengua de Señas Paraguaya (LSPy) reconocida en la Ley 6530/20.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñombyaty kuehe ka’aru umi oĩva Comisión Asesora Permanente de Derechos de las Personas con Discapacidad del Senado peguakuéra ndive ha oikuaauka chupekuéra mba’emba’épa ojejapo ojejúvo oñemoañete ha oñemoasãivo Lengua de Señas Paraguaya (LSPy) oñemoneĩva Léi 6530/20-pe.
[NEW DOCUMENT 05/26/21 SP:04:08:a GN:04:13:a]	[NEW DOCUMENT 05/26/21 SP:04:08:a GN:04:13:a]
Decenio Internacional de las Lenguas Indígenas trabaja plan de acción.	Ypykuéra Ñe’ẽita Ñemomorã Pa Ary Yvy’ape Ári ombohape hembiaporãnguéra.
Mañana jueves 27 y el viernes 28, la UNESCO llevará a cabo la reunión consultiva en América Latina y el Caribe para el desarrollo del Plan de Acción Mundial del Decenio Internacional de las Lenguas Indígenas (IDIL 2022-2032).	Ko’ẽrõ, arapo 27-me, ha arapoteĩ 28-ramo, UNESCO ojapóta aty guasu América Latina y el Caribe-pe oñeñomongeta ha oñembohape hag̃ua Ypykuéra Ñe’ẽita Ñemomorã Pa Ary Yvy’ape Ári (IDIL 2022-2032) rembiaporãita rehe.
La ministra de la Secretaría de Políticas Lingüísticas (SPL) de Paraguay, Ladislaa Alcaraz de Silvero, junto con otras altas autoridades, dará las palabras de apertura en tan importante evento.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ambueve mburuvicha reve, oñe’ẽta oñepyrũvo ko aty.
[NEW DOCUMENT 05/24/21 SP:09:25:a GN:09:38:a]	[NEW DOCUMENT 05/24/21 SP:09:25:a GN:09:38:a]
Invitan a conferencia virtual sobre “Políticas lingüísticas del Paraguay y su implicancia en la educación superior”.	Oñeipepirũ amandajerã hérava “Políticas lingüísticas del Paraguay y su implicancia en la educación superior”.
Este jueves 27 de mayo, de 10:00 a 12:00, se realizará de manera virtual la conferencia sobre “Políticas lingüísticas del Paraguay y su implicancia en la educación superior” organizada por la Secretaría de Políticas Lingüísticas (SPL) y la Facultad de Ciencias Exactas y Naturales de la Universidad Nacional de Asunción (FACEN-UNA).	Ko arapo oúvape, 27 jasypópe, 10:00 aravo guive 12:00 peve, oñehesa’ỹijóta tembipurupyahu rupive amandaje hérava “Políticas lingüísticas del Paraguay y su implicancia en la educación superior” ombosako’íva Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha mbo’ehaovusu Facultad de Ciencias Exactas y Naturales de la Universidad Nacional de Asunción (FACEN-UNA).
El evento es gratuito y abierto a todo el público interesado.	Reínte ojeikekuaa ko amandajépe ha maymáva ikatu omoirũ.
[NEW DOCUMENT 05/21/21 SP:07:10:a GN:07:16:a]	[NEW DOCUMENT 05/21/21 SP:07:10:a GN:07:16:a]
Ministra de la SPL participó de sesión de Consejo de Educación Indígena.	PÑS sãmbyhyhára omoirũ Consejo de Educación Indígena ñembyaty.
La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue invitada para participar de la 5ª Sesión del 2021 del Consejo Nacional de Educación Indígena realizada este viernes de manera virtual.	Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñeipepirũ omoirũ hag̃ua 5ª Sesión del 2021 del Consejo Nacional de Educación Indígena oikóva ko arapoteĩme tembipurupyahu rupive.
[NEW DOCUMENT 05/21/21 SP:04:16:a GN:04:21:a]	[NEW DOCUMENT 05/21/21 SP:04:16:a GN:04:21:a]
Invitan a participar de concurso de relatos sobre temas indígenas.	Oñehenói oikesévape ko mombe’urã ypykuéra rehegua ñoha’ãme.
